表章項目,年齢5歳階級,男女別,全国・都道府県,時間軸（年月日現在）,@unit,$
人口,10～14歳,男女計,山梨県,2022年10月1日現在,人,33048
人口,10～14歳,男女計,長野県,2022年10月1日現在,人,88313
人口,10～14歳,男女計,岐阜県,2022年10月1日現在,人,88437
人口,10～14歳,男女計,静岡県,2022年10月1日現在,人,158781
人口,10～14歳,男女計,愛知県,2022年10月1日現在,人,343664
人口,10～14歳,男女計,三重県,2022年10月1日現在,人,77009
人口,10～14歳,男女計,滋賀県,2022年10月1日現在,人,68436
人口,10～14歳,男女計,京都府,2022年10月1日現在,人,104288
人口,10～14歳,男女計,大阪府,2022年10月1日現在,人,361449
人口,10～14歳,男女計,兵庫県,2022年10月1日現在,人,238117
人口,10～14歳,男女計,奈良県,2022年10月1日現在,人,56176
人口,10～14歳,男女計,和歌山県,2022年10月1日現在,人,38269
人口,10～14歳,男女計,鳥取県,2022年10月1日現在,人,23978
人口,10～14歳,男女計,島根県,2022年10月1日現在,人,28844
人口,10～14歳,男女計,岡山県,2022年10月1日現在,人,82321
人口,10～14歳,男女計,広島県,2022年10月1日現在,人,125759
人口,10～14歳,男女計,山口県,2022年10月1日現在,人,55650
人口,10～14歳,男女計,徳島県,2022年10月1日現在,人,27874
人口,10～14歳,男女計,香川県,2022年10月1日現在,人,40998
人口,10～14歳,男女計,愛媛県,2022年10月1日現在,人,56292
人口,10～14歳,男女計,高知県,2022年10月1日現在,人,26712
人口,10～14歳,男女計,福岡県,2022年10月1日現在,人,234221
人口,10～14歳,男女計,佐賀県,2022年10月1日現在,人,38974
人口,10～14歳,男女計,長崎県,2022年10月1日現在,人,58128
人口,10～14歳,男女計,熊本県,2022年10月1日現在,人,81260
人口,10～14歳,男女計,大分県,2022年10月1日現在,人,48810
人口,10～14歳,男女計,宮崎県,2022年10月1日現在,人,50498
人口,10～14歳,男女計,鹿児島県,2022年10月1日現在,人,74339
人口,10～14歳,男女計,沖縄県,2022年10月1日現在,人,83711
人口,10～14歳,男,全国,2022年10月1日現在,人,2719830
人口,10～14歳,男,北海道,2022年10月1日現在,人,101878
人口,10～14歳,男,青森県,2022年10月1日現在,人,23788
人口,10～14歳,男,岩手県,2022年10月1日現在,人,24773
人口,10～14歳,男,宮城県,2022年10月1日現在,人,48876
人口,10～14歳,男,秋田県,2022年10月1日現在,人,17545
人口,10～14歳,男,山形県,2022年10月1日現在,人,22284
人口,10～14歳,男,福島県,2022年10月1日現在,人,37395
人口,10～14歳,男,茨城県,2022年10月1日現在,人,62259
人口,10～14歳,男,栃木県,2022年10月1日現在,人,42214
人口,10～14歳,男,群馬県,2022年10月1日現在,人,42272
人口,10～14歳,男,埼玉県,2022年10月1日現在,人,157949
人口,10～14歳,男,千葉県,2022年10月1日現在,人,134491
人口,10～14歳,男,東京都,2022年10月1日現在,人,268001
人口,10～14歳,男,神奈川県,2022年10月1日現在,人,195589
人口,10～14歳,男,新潟県,2022年10月1日現在,人,45861
人口,10～14歳,男,富山県,2022年10月1日現在,人,21329
人口,10～14歳,男,石川県,2022年10月1日現在,人,24734
人口,10～14歳,男,福井県,2022年10月1日現在,人,17648
人口,10～14歳,男,山梨県,2022年10月1日現在,人,16936
人口,10～14歳,男,長野県,2022年10月1日現在,人,45124
人口,10～14歳,男,岐阜県,2022年10月1日現在,人,45344
人口,10～14歳,男,静岡県,2022年10月1日現在,人,81385
人口,10～14歳,男,愛知県,2022年10月1日現在,人,176313
人口,10～14歳,男,三重県,2022年10月1日現在,人,39426
人口,10～14歳,男,滋賀県,2022年10月1日現在,人,35156
人口,10～14歳,男,京都府,2022年10月1日現在,人,53606
人口,10～14歳,男,大阪府,2022年10月1日現在,人,185093
人口,10～14歳,男,兵庫県,2022年10月1日現在,人,121888
人口,10～14歳,男,奈良県,2022年10月1日現在,人,28588
人口,10～14歳,男,和歌山県,2022年10月1日現在,人,19529
人口,10～14歳,男,鳥取県,2022年10月1日現在,人,12215
人口,10～14歳,男,島根県,2022年10月1日現在,人,14848
人口,10～14歳,男,岡山県,2022年10月1日現在,人,42351
人口,10～14歳,男,広島県,2022年10月1日現在,人,64356
人口,10～14歳,男,山口県,2022年10月1日現在,人,28304
人口,10～14歳,男,徳島県,2022年10月1日現在,人,14300
人口,10～14歳,男,香川県,2022年10月1日現在,人,21069
人口,10～14歳,男,愛媛県,2022年10月1日現在,人,28772
人口,10～14歳,男,高知県,2022年10月1日現在,人,13717
人口,10～14歳,男,福岡県,2022年10月1日現在,人,119692
人口,10～14歳,男,佐賀県,2022年10月1日現在,人,19886
人口,10～14歳,男,長崎県,2022年10月1日現在,人,29923
人口,10～14歳,男,熊本県,2022年10月1日現在,人,41711
人口,10～14歳,男,大分県,2022年10月1日現在,人,24927
人口,10～14歳,男,宮崎県,2022年10月1日現在,人,25777
人口,10～14歳,男,鹿児島県,2022年10月1日現在,人,38179
人口,10～14歳,男,沖縄県,2022年10月1日現在,人,42529
人口,10～14歳,女,全国,2022年10月1日現在,人,2587798
人口,10～14歳,女,北海道,2022年10月1日現在,人,97350
人口,10～14歳,女,青森県,2022年10月1日現在,人,22830
人口,10～14歳,女,岩手県,2022年10月1日現在,人,23429
人口,10～14歳,女,宮城県,2022年10月1日現在,人,46941
人口,10～14歳,女,秋田県,2022年10月1日現在,人,16790
人口,10～14歳,女,山形県,2022年10月1日現在,人,21168
人口,10～14歳,女,福島県,2022年10月1日現在,人,35216
人口,10～14歳,女,茨城県,2022年10月1日現在,人,58845
人口,10～14歳,女,栃木県,2022年10月1日現在,人,39629
人口,10～14歳,女,群馬県,2022年10月1日現在,人,39842
人口,10～14歳,女,埼玉県,2022年10月1日現在,人,150234
人口,10～14歳,女,千葉県,2022年10月1日現在,人,127093
人口,10～14歳,女,東京都,2022年10月1日現在,人,254315
人口,10～14歳,女,神奈川県,2022年10月1日現在,人,186429
人口,10～14歳,女,新潟県,2022年10月1日現在,人,43489
人口,10～14歳,女,富山県,2022年10月1日現在,人,20171
人口,10～14歳,女,石川県,2022年10月1日現在,人,23898
人口,10～14歳,女,福井県,2022年10月1日現在,人,16717
人口,10～14歳,女,山梨県,2022年10月1日現在,人,16112
人口,10～14歳,女,長野県,2022年10月1日現在,人,43189
人口,10～14歳,女,岐阜県,2022年10月1日現在,人,43093
人口,10～14歳,女,静岡県,2022年10月1日現在,人,77396
人口,10～14歳,女,愛知県,2022年10月1日現在,人,167351
人口,10～14歳,女,三重県,2022年10月1日現在,人,37583
人口,10～14歳,女,滋賀県,2022年10月1日現在,人,33280
人口,10～14歳,女,京都府,2022年10月1日現在,人,50682
人口,10～14歳,女,大阪府,2022年10月1日現在,人,176356
人口,10～14歳,女,兵庫県,2022年10月1日現在,人,116229
人口,10～14歳,女,奈良県,2022年10月1日現在,人,27588
人口,10～14歳,女,和歌山県,2022年10月1日現在,人,18740
人口,10～14歳,女,鳥取県,2022年10月1日現在,人,11763
人口,10～14歳,女,島根県,2022年10月1日現在,人,13996
人口,10～14歳,女,岡山県,2022年10月1日現在,人,39970
人口,10～14歳,女,広島県,2022年10月1日現在,人,61403
人口,10～14歳,女,山口県,2022年10月1日現在,人,27346
人口,10～14歳,女,徳島県,2022年10月1日現在,人,13574
人口,10～14歳,女,香川県,2022年10月1日現在,人,19929
人口,10～14歳,女,愛媛県,2022年10月1日現在,人,27520
人口,10～14歳,女,高知県,2022年10月1日現在,人,12995
人口,10～14歳,女,福岡県,2022年10月1日現在,人,114529
人口,10～14歳,女,佐賀県,2022年10月1日現在,人,19088
人口,10～14歳,女,長崎県,2022年10月1日現在,人,28205
人口,10～14歳,女,熊本県,2022年10月1日現在,人,39549
人口,10～14歳,女,大分県,2022年10月1日現在,人,23883
人口,10～14歳,女,宮崎県,2022年10月1日現在,人,24721
人口,10～14歳,女,鹿児島県,2022年10月1日現在,人,36160
人口,10～14歳,女,沖縄県,2022年10月1日現在,人,41182
人口,15～19歳,男女計,全国,2022年10月1日現在,人,5512327
人口,15～19歳,男女計,北海道,2022年10月1日現在,人,212981
人口,15～19歳,男女計,青森県,2022年10月1日現在,人,49823
人口,15～19歳,男女計,岩手県,2022年10月1日現在,人,50311
人口,15～19歳,男女計,宮城県,2022年10月1日現在,人,102210
人口,15～19歳,男女計,秋田県,2022年10月1日現在,人,35885
人口,15～19歳,男女計,山形県,2022年10月1日現在,人,45647
人口,15～19歳,男女計,福島県,2022年10月1日現在,人,79111
人口,15～19歳,男女計,茨城県,2022年10月1日現在,人,128525
人口,15～19歳,男女計,栃木県,2022年10月1日現在,人,86830
人口,15～19歳,男女計,群馬県,2022年10月1日現在,人,89307
人口,15～19歳,男女計,埼玉県,2022年10月1日現在,人,323000
人口,15～19歳,男女計,千葉県,2022年10月1日現在,人,273873
人口,15～19歳,男女計,東京都,2022年10月1日現在,人,534642
人口,15～19歳,男女計,神奈川県,2022年10月1日現在,人,399727
人口,15～19歳,男女計,新潟県,2022年10月1日現在,人,93687
人口,15～19歳,男女計,富山県,2022年10月1日現在,人,45138
人口,15～19歳,男女計,石川県,2022年10月1日現在,人,53113
人口,15～19歳,男女計,福井県,2022年10月1日現在,人,36277
人口,15～19歳,男女計,山梨県,2022年10月1日現在,人,37572
人口,15～19歳,男女計,長野県,2022年10月1日現在,人,93070
人口,15～19歳,男女計,岐阜県,2022年10月1日現在,人,93020
人口,15～19歳,男女計,静岡県,2022年10月1日現在,人,162985
人口,15～19歳,男女計,愛知県,2022年10月1日現在,人,349690
人口,15～19歳,男女計,三重県,2022年10月1日現在,人,80885
人口,15～19歳,男女計,滋賀県,2022年10月1日現在,人,70247
人口,15～19歳,男女計,京都府,2022年10月1日現在,人,116272
人口,15～19歳,男女計,大阪府,2022年10月1日現在,人,383488
人口,15～19歳,男女計,兵庫県,2022年10月1日現在,人,246503
人口,15～19歳,男女計,奈良県,2022年10月1日現在,人,61331
人口,15～19歳,男女計,和歌山県,2022年10月1日現在,人,39720
人口,15～19歳,男女計,鳥取県,2022年10月1日現在,人,25175
人口,15～19歳,男女計,島根県,2022年10月1日現在,人,30151
人口,15～19歳,男女計,岡山県,2022年10月1日現在,人,86369
人口,15～19歳,男女計,広島県,2022年10月1日現在,人,127240
人口,15～19歳,男女計,山口県,2022年10月1日現在,人,57670
人口,15～19歳,男女計,徳島県,2022年10月1日現在,人,29240
人口,15～19歳,男女計,香川県,2022年10月1日現在,人,42917
人口,15～19歳,男女計,愛媛県,2022年10月1日現在,人,57128
人口,15～19歳,男女計,高知県,2022年10月1日現在,人,28777
人口,15～19歳,男女計,福岡県,2022年10月1日現在,人,231698
人口,15～19歳,男女計,佐賀県,2022年10月1日現在,人,39276
人口,15～19歳,男女計,長崎県,2022年10月1日現在,人,57569
人口,15～19歳,男女計,熊本県,2022年10月1日現在,人,78981
人口,15～19歳,男女計,大分県,2022年10月1日現在,人,49590
人口,15～19歳,男女計,宮崎県,2022年10月1日現在,人,48103
人口,15～19歳,男女計,鹿児島県,2022年10月1日現在,人,69784
人口,15～19歳,男女計,沖縄県,2022年10月1日現在,人,77789
人口,15～19歳,男,全国,2022年10月1日現在,人,2830196
人口,15～19歳,男,北海道,2022年10月1日現在,人,109583
人口,15～19歳,男,青森県,2022年10月1日現在,人,25621
人口,15～19歳,男,岩手県,2022年10月1日現在,人,25920
人口,15～19歳,男,宮城県,2022年10月1日現在,人,52489
人口,15～19歳,男,秋田県,2022年10月1日現在,人,18482
人口,15～19歳,男,山形県,2022年10月1日現在,人,23608
人口,15～19歳,男,福島県,2022年10月1日現在,人,40896
人口,15～19歳,男,茨城県,2022年10月1日現在,人,66451
人口,15～19歳,男,栃木県,2022年10月1日現在,人,44624
人口,15～19歳,男,群馬県,2022年10月1日現在,人,46093
人口,15～19歳,男,埼玉県,2022年10月1日現在,人,165522
人口,15～19歳,男,千葉県,2022年10月1日現在,人,140563
人口,15～19歳,男,東京都,2022年10月1日現在,人,272773
人口,15～19歳,男,神奈川県,2022年10月1日現在,人,205628
人口,15～19歳,男,新潟県,2022年10月1日現在,人,48254
人口,15～19歳,男,富山県,2022年10月1日現在,人,23518
人口,15～19歳,男,石川県,2022年10月1日現在,人,27543
人口,15～19歳,男,福井県,2022年10月1日現在,人,18807
人口,15～19歳,男,山梨県,2022年10月1日現在,人,19502
人口,15～19歳,男,長野県,2022年10月1日現在,人,48051
人口,15～19歳,男,岐阜県,2022年10月1日現在,人,47356
人口,15～19歳,男,静岡県,2022年10月1日現在,人,83980
人口,15～19歳,男,愛知県,2022年10月1日現在,人,179681
人口,15～19歳,男,三重県,2022年10月1日現在,人,41560
人口,15～19歳,男,滋賀県,2022年10月1日現在,人,36341
人口,15～19歳,男,京都府,2022年10月1日現在,人,59909
人口,15～19歳,男,大阪府,2022年10月1日現在,人,195047
人口,15～19歳,男,兵庫県,2022年10月1日現在,人,126333
人口,15～19歳,男,奈良県,2022年10月1日現在,人,31238
人口,15～19歳,男,和歌山県,2022年10月1日現在,人,20517
人口,15～19歳,男,鳥取県,2022年10月1日現在,人,12944
人口,15～19歳,男,島根県,2022年10月1日現在,人,15863
人口,15～19歳,男,岡山県,2022年10月1日現在,人,44777
人口,15～19歳,男,広島県,2022年10月1日現在,人,65603
人口,15～19歳,男,山口県,2022年10月1日現在,人,29605
人口,15～19歳,男,徳島県,2022年10月1日現在,人,15032
人口,15～19歳,男,香川県,2022年10月1日現在,人,22057
人口,15～19歳,男,愛媛県,2022年10月1日現在,人,29422
人口,15～19歳,男,高知県,2022年10月1日現在,人,14830
人口,15～19歳,男,福岡県,2022年10月1日現在,人,117897
人口,15～19歳,男,佐賀県,2022年10月1日現在,人,20193
人口,15～19歳,男,長崎県,2022年10月1日現在,人,29623
人口,15～19歳,男,熊本県,2022年10月1日現在,人,40400
人口,15～19歳,男,大分県,2022年10月1日現在,人,25544
人口,15～19歳,男,宮崎県,2022年10月1日現在,人,24705
人口,15～19歳,男,鹿児島県,2022年10月1日現在,人,35932
人口,15～19歳,男,沖縄県,2022年10月1日現在,人,39879
人口,15～19歳,女,全国,2022年10月1日現在,人,2682131
人口,15～19歳,女,北海道,2022年10月1日現在,人,103398
人口,15～19歳,女,青森県,2022年10月1日現在,人,24202
人口,15～19歳,女,岩手県,2022年10月1日現在,人,24391
人口,15～19歳,女,宮城県,2022年10月1日現在,人,49721
人口,15～19歳,女,秋田県,2022年10月1日現在,人,17403
人口,15～19歳,女,山形県,2022年10月1日現在,人,22039
人口,15～19歳,女,福島県,2022年10月1日現在,人,38215
